"","repeat_id","expt","analysis_type","true_base","b_base_lower","b_base_med","b_base_upper","b_base_error","true_sex","b_sex_p_value","b_sex_lower","b_sex_med","b_sex_upper","b_sex_error","true_cond","b_cond_p_value","b_cond_lower","b_cond_med","b_cond_upper","b_cond_error","true_sex_cond","b_sex_cond_p_value","b_sex_cond_lower","b_sex_cond_med","b_sex_cond_upper","b_sex_cond_error","pp_true"
"1",1,1,"bglmm",0,0.40792426864258,0.474602945843036,0.539377783776368,0.0332214269997264,0,NA,-0.0787231340306303,0.00816841971468309,0.102503235968334,0.0466150914512005,0,NA,-0.0692377732746222,0.0245378158961875,0.119633182886736,0.0488839902147764,1,NA,0.0562629851414804,0.187540742437224,0.326788365043022,0.0679834309478666,0
"2",1,2,"bglmm",0,0.460173221228861,0.52558933315556,0.590474878409638,0.0337775829565738,0,NA,-0.16536673726618,-0.0681194445864559,0.0232779467320188,0.0464444026058102,0,NA,-0.0799601059673716,0.0179941901876583,0.105429948699459,0.0462333384128727,1,NA,0.105883660088465,0.233737358776564,0.367131420783706,0.0650618139121112,0
"3",1,3,"bglmm",0,0.404526931499042,0.461392701126057,0.531939360202762,0.0341832675644451,0,NA,-0.0632308481127819,0.03598865206268,0.12695673780261,0.0491502038948748,0,NA,-0.0588152151537928,0.0420238846002864,0.12753650183602,0.0465505990003048,1,NA,0.0440458726269787,0.172121214810448,0.312939473211334,0.0669811520960046,0
"4",1,4,"bglmm",0,0.429610933007103,0.488864009846391,0.549702073630064,0.0304032304716741,0,NA,-0.0230598872039099,0.0624203146417763,0.148440997244631,0.0430415455771405,0,NA,-0.0512430695838248,0.0300462206131404,0.114390248336162,0.0424562967078173,1,NA,0.0316236553767949,0.153808514793757,0.275063713207802,0.062054155038744,0
"5",1,5,"bglmm",0,0.471475960946149,0.5263024326702,0.579464009846299,0.0280351797530958,0,NA,-0.0832820457202685,-0.00251213334271515,0.0784923927228696,0.0401062947534801,0,NA,-0.159179311893323,-0.0748719210662664,0.00346870938900292,0.0412955966174616,1,NA,0.149331502589979,0.263312439049009,0.376651820452237,0.0563822407257168,0
"6",1,6,"bglmm",0,0.434276023548339,0.500409691148964,0.568336634132346,0.0314168364086802,0,NA,-0.0695140004473934,0.0157452718599777,0.12522738618968,0.0570049575651694,0,NA,-0.116092684874013,-0.0233107682891144,0.071550129911518,0.04709129519053,1,NA,0.0721739643379716,0.230998162156518,0.361411748224897,0.0798968068872679,0
"7",1,7,"bglmm",0,0.437775467080981,0.508014254526574,0.569459280040499,0.0352149541782672,0,NA,-0.115395689884694,-0.0356454923625073,0.0692419052985018,0.0505824205963693,0,NA,-0.123037638720918,-0.0216954372526887,0.0818795684965154,0.0558208317070982,1,NA,0.143181371046857,0.293925981241595,0.432194136396743,0.0780193840274839,0
"8",1,8,"bglmm",0,0.462655922762029,0.518237426336207,0.575190503944681,0.0289045915950872,0,NA,-0.120269956979955,-0.0398497496235868,0.0374256410674345,0.0404134380032048,0,NA,-0.127788710932219,-0.0511355119815287,0.023450946188338,0.0396317494830659,1,NA,0.174954265718435,0.284957340648848,0.394468988021456,0.0563551720435526,0
"9",1,9,"bglmm",0,0.422465332772937,0.481253695311046,0.541422300250411,0.0299109350995345,0,NA,-0.0860916368147273,-0.00236960799785116,0.0771650299169463,0.0423238934579018,0,NA,-0.0603406841009771,0.0285582758620089,0.116893886975278,0.0451968770196583,1,NA,0.062667840357389,0.179297910073911,0.301636719692977,0.0622606735346126,0
"10",1,10,"bglmm",0,0.376823087094689,0.438825607389898,0.506408729393219,0.0311986258834849,0,NA,-0.0529635163529137,0.0375865180871471,0.123486031381507,0.0440829306504943,0,NA,-0.0535727427404878,0.0407231028570483,0.124824200959865,0.0446811252755892,1,NA,0.118089008656018,0.231413079140175,0.360608319771019,0.0621147495854026,0
"11",1,11,"bglmm",0,0.459799272114817,0.52432703018018,0.595676424780674,0.0339051476243993,0,NA,-0.162833989085807,-0.0719186234605226,0.0202596299951394,0.0466988583689408,0,NA,-0.0776564845006182,0.0103271270639466,0.0982201050522393,0.0456831426802951,1,NA,0.119870675484892,0.25989347245043,0.396151556528049,0.0692596468448081,0
"12",1,12,"bglmm",0,0.405173254560944,0.469784892210644,0.530649849262566,0.0304908413033176,0,NA,-0.125648878284149,-0.0377420500515103,0.0490157002014298,0.0480618812827744,0,NA,-0.0572008939431226,0.0418232363033052,0.125794303801632,0.0451159724428609,1,NA,0.136615163177723,0.255262766392595,0.386350396667006,0.0661060487453923,0
"13",1,13,"bglmm",0,0.428358105133616,0.487741576038303,0.555530100380666,0.0329393013744962,0,NA,-0.128833347629416,-0.0401575484664459,0.0458814869232414,0.0456116651608481,0,NA,-0.0484694057490838,0.0459050881209353,0.142114388277717,0.0481194964047032,1,NA,0.0654873289229271,0.201158196056493,0.33058054065993,0.0671653724786177,0
"14",1,14,"bglmm",0,0.48584587109347,0.542811862019966,0.618165857714585,0.0364081228683702,0,NA,-0.123090231843997,-0.0278283984761564,0.0545234742049974,0.0486019862542716,0,NA,-0.124721777173504,-0.00824704629047408,0.0833690104171334,0.061931060069223,1,NA,0.135604301770487,0.267434394732198,0.424730030943288,0.0808890860388246,0
"15",1,15,"bglmm",0,0.410816530199527,0.479948955523982,0.550683866492494,0.0361765578220193,0,NA,-0.096785245989086,0.00520501441805283,0.101637318097127,0.0491390546574343,0,NA,-0.101664649099077,0.000315162045363056,0.0993516283036889,0.0500693254633425,1,NA,0.10875017402331,0.24706973317901,0.383957181773738,0.0712941824725157,0
"16",1,16,"bglmm",0,0.43407818648595,0.511440204940136,0.592511257928124,0.041372045725726,0,NA,-0.0644869016755407,0.0332168403624184,0.135998997986605,0.0537000197136469,0,NA,-0.121448910591714,-0.0161394409483384,0.110177651306506,0.0597307671304908,1,NA,0.0541214051961444,0.202082959849967,0.347164751951946,0.0774244814853038,0
